Name,Quantities,Warehouse ID
Lonchera Plastica Baul 284g CU GBI 31123,94,1
Gansito 6p 300g ME Prom MTB MLA 31142,35,1
Gansito Choc 6p 312g ME Prom MTB MLA 31145,44,2
Tortilla Harina Casera 10p 220g MTA DH 31147,39,2
Barra Nutriavena Fresa 2p 32g BIM 31149,93,2
Barra Nutriavena Fresa 2p 32g MTA BIM 31150,62,2
Tortilla Hna Hermosi 15p 410g DH 31170,42,1
Bollos BK 5in 6p 489g MTA SL 31177,8,1
Tostada Clasica 216g CJM SAN 31184,58,2
Tostada Clasica 216g TBE SAN 31186,93,2
Tostada Clasica 240g CJM SAN 31187,59,1
Tostada Briobalance 240g CJM SAN 31188,33,2
Tostadita Corta 120g CJM SAN 31189,85,1
Tostadita Corta 120g TBE SAN 31190,3,2
Tostadita Mediana 184g CJM SAN 31191,23,2
Tostada Picadita Corta 100g CJM SAN 31192,77,2
Tostada Picadita Mediana 150g CJM SAN 31194,20,1
Tostada Picadita Grande 240g CJM SAN 31197,43,2
Salmas 144g CJM SAN 31198,55,1
Salmas 144g TBE SAN 31199,14,1
Salmas 414g CJM SAN 31200,4,1
Nachos 250g CJM SAN 31201,40,1
Tostada Maiz 200g mas Brio CJM SAN 31203,39,2
Tostada Maiz Horneadas 600g CUB SAN 31207,94,2
Churritos Chile y Limon 60g BAR 31211,95,1
Mini Gansito Pack 3p 75g MLA 31221,71,1
Mini Gansito Pack 3p 75g MTA MLA 31222,64,1
Barra Multigrano Mix 6p 198g MTA BIM 31231,3,1
Barra Multigrano Mix 6p 198g CU BIM 31232,83,2
Bran Frut Mix 20p CU BIM 31245,78,2
Bubulubu Twin Pack 70g Bolsa TR RIC 31246,25,1
DuoPack BranFrut FresaPina 480g MTA BIM 31267,54,2
Roles Canela con Pasas 4p 240g BIM 31274,57,2
Rebanada 4p 110g BIM 31277,3,1
Rebanada 4p 110g MTA BIM 31278,40,2
Rebanada 4p 110g TAB BIM 31279,20,2
Bimbunuelos 6p 99g Prom BIM 31283,48,2
Bimbunuelos 6p 99g Prom MTB BIM 31284,94,2
Duo Bigotes 210g TR 31298,82,1
Duo Bigotes 210g MTA TR 31299,33,2
Tostado Integral 250g BIM 31307,46,2
Canelitas 90g MLA 31309,83,2
Canelitas 90g MTB MLA 31310,86,2
Canelitas 90g TAB MLA 31311,53,2
Duo Marias 170g CU LAR 31313,73,1
Gansi Premio 1p 50g SP MLA 31315,47,1
Gansi Premio 1p 50g SP MTB MLA 31316,90,2
Hot Dog Inte Est Sonora 500g DIF BIM 31319,36,2
Barra Multigrano Nuez 12p Prom CU BIM 31320,2,2
Bran Frut Fresa 18p Prom CU BIM 31322,61,2
Mini Cereal Besos Canela 120g CU Cj GBI 31333,89,2
Lors 8p 74g SP MTB MLA 31338,0,2
Lors 8p 74g SP TAB MLA 31339,75,1
Plativolos 8p 64g SP MLA 31340,30,2
Plativolos 8p 64g SP MTB MLA 31341,94,2
Pan Doble Fibra 640g BIM 31392,37,1
Pan Doble Fibra 640g MTA BIM 31393,36,1
Pan Doble Fibra 640g TAB BIM 31394,86,1
Tortillinas Grano Entero 10p 275g TR 31403,3,2
Bran Frut Energy 55g SP BIM 31420,52,2
Bran Frut Energy 55g SP MTB BIM 31421,42,1
Donas Azucar Tubo 10p 158g BIM 31423,86,1
Barra Multigrano Linaza 12p 384g Cj BIM 31445,11,2
Duo Bran Frut Fresa y Cookie 60g BIM 31447,29,2
Mantecadas Vain 6p 188g Det Prom TAB BIM 31457,62,2
Principe Tubo 14p 152g SP MLA 31466,41,1
Principe Tubo 14p 152g SP MTB MLA 31467,27,2
Lors Tubo 18p 148g SP MLA 31468,17,1
Lors Tubo 18p 148g SP MTB MLA 31469,70,2
Triki Trakes Tubo 20p 174g SP MLA 31470,46,2
Triki Trakes Tubo 20p 174g SP MTB MLA 31471,55,1
Salmas 360g CJM SAN 31473,18,1
Salmas Maiz Horn 108g CUB SAN 31474,39,1
Tripack Clasica 200g CJM SAN 31476,85,2
Plativolos Tubo 18p 144g SP MLA 31484,0,1
Plativolos Tubo 18p 144g SP MTB MLA 31485,78,1
Thins Multigrano 340g ORO 31497,60,1
Thins Multigrano 340g MTA ORO 31498,98,1
Thins Fibra Granos Enteros 340g ORO 31499,32,1
Thins Fibra Granos Enteros 340g MTA ORO 31500,68,1
Tostado Integral 250g MTA BIM 31502,44,1
Tostado Integral 250g TAB BIM 31504,97,1
Polvoron 6p 113g MLA 31506,51,1
Polvoron 6p 113g MTB MLA 31507,70,2
Polvoron 6p 113g TAB MLA 31508,1,2
Canelitas 50p 275g Tubo MTB MLA 31510,25,2
Canelitas Tubo 33p 180g SP MLA 31511,2,2
Canelitas Tubo 33p 180g SP MTB MLA 31512,79,1
Polvorones Tubo 18p 250g SP MLA 31513,42,1
Polvorones Tubo 18p 250g SP MTB MLA 31514,68,2
Polvorones Tubo 27p 385g MTB MLA 31516,93,1
Plativolos KC 691g MLA 31518,9,1
Polvorones KC 1058g MLA 31519,49,2
Principe KC 719g MLA 31520,88,1
Salmas Maiz Horn 108g TBE SAN 31524,59,2
Medias Noches 10p 430g MTA BIM 31535,95,1
Galleta Manzana Canela 12p 150g TR 31574,62,1
Polvoroncitos Caseros 12p 195g TR 31575,92,1
Suavicremas Chocolate 237g MLA 31579,20,2
Suavicremas Chocolate 237g MTA MLA 31580,90,2
Suavicremas Chocolate 237g TAB MLA 31581,3,1
Suavicremas Chocolate 158g SP MLA 31582,10,2
Suavicremas Fresa 237g MLA 31583,84,1
Suavicremas Fresa 237g MTA MLA 31584,71,1
Suavicremas Fresa 237g TAB MLA 31585,61,1
Suavicremas Fresa 158g SP MTA MLA 31586,46,1
Suavicremas Vainilla 237g MLA 31587,47,2
Suavicremas Vainilla 237g MTA MLA 31588,65,2
Suavicremas Vainilla 237g TAB MLA 31589,67,1
Suavicremas Vainilla 158g SP MTA MLA 31590,37,1
Polvorones Kc 605g CU MLA 31593,77,1
Triki Trakes KC 417g CU MLA 31594,92,1
Sponch Fresa KC 675g MLA 31596,54,2
Deliciosas Vainilla 90g LAR 31599,22,1
Deliciosas Vainilla 90g MTA LAR 31600,38,1
Deliciosas Vainilla 160g LAR 31609,71,1
Deliciosas Vainilla 160g MTA LAR 31610,74,1
Deliciosas Vainilla 380g LAR 31612,86,1
Deliciosas Vainilla 380g MTA LAR 31613,52,1
Chocochispas 80g LAR 31618,15,1
Chocochispas 80g MTA LAR 31619,28,1
Chocochispas 170g LAR 31621,81,2
Chocochispas 170g MTA LAR 31622,22,2
Chocochispas 280g LAR 31624,11,2
Chocochispas 280g MTA LAR 31625,5,1
Chocochispas 280g TAB LAR 31626,67,1
Canapinas 140g LAR 31627,35,2
Canapinas 140g MTA LAR 31628,93,1
Deliciosas Chocolate 160g LAR 31655,86,2
Deliciosas Chocolate 160g MTA LAR 31656,14,1
Sandwich Blanco Jamon PPlus 90g MTA LON 31667,12,2
Sand Bco Jamon sn Chil PPlus 86g MTA LON 31668,0,1
Sandwich Doble Fibra PPlus 97g MTA LON 31669,8,2
Sandwich Integral PPlus 112g MTA LON 31670,56,1
Big Muffin Chocolate 120g DH 31684,91,1
Big Muffin Vanilla con Arandano 130g DH 31686,40,2
Big Muffin Choc con Chispas Choc 130g DH 31687,93,2
Big Muffin Vainilla Chispas Choc 130g DH 31688,82,1
Big Muffin Vainilla 120g DH 31689,97,2
Tostado Integral 250g CU BIM 31690,0,1
Principe KC 392g CU MLA 31695,16,1
Barra Doble Fibra 1p 48g BIM 31699,50,1
Bagels Regular 567g CU THO 31710,46,1
English Muffins Natural 340g CU THO 31711,64,1
Duo Marias 170g CU LAR 31716,4,2
Bigotes Chocolate 60g TR 31717,54,1
Rielito 65g TR 31718,46,2
Mantecadas 2p 105g TR 31719,42,2
Mantecadas Chocolate 2p 95g TR 31720,28,1
Rebanadas 220g ME MTA BIM 31730,48,2
Barra Doble Fibra 1p 48g SP BIM 31744,20,2
Bollos Jumbo 6p 480g MTA SUN 31763,82,2
Plativolos Tubo 18p 144g SP TAB MLA 31766,68,2
Principe Tubo 14p 152g SP TAB MLA 31767,69,1
Canelitas Tubo 33p 180g SP TAB MLA 31768,48,2
Polvorones Tubo 18p 250g SP TAB MLA 31769,85,2
Triki Trakes Tubo 20p 174g SP TAB MLA 31770,29,1
Tortillas de Maiz 800g MTA MR 31771,59,2
Bran Frut Mix Fresa Pina 320g MTB BIM 31775,45,1
Tortillas de Maiz 800g Prom MR 31778,93,2
Suavicremas Chocolate 158g SP MTA MLA 31779,47,1
Suavicremas Vainilla 158g SP MLA 31780,37,1
Suavicremas Vainilla 158g SP TAB MLA 31781,69,1
Suavicremas Fresa 158g SP MLA 31782,41,1
Suavicremas Fresa 158g SP TAB MLA 31783,90,2
Suavicremas Chocolate 158g SP TAB MLA 31784,10,2
Sandwichera Epix Futbol 72g BIM 31799,50,2
Duo Marias 170g Sp CU LAR 31803,39,1
Duo Marias 170g MTA LAR 31804,89,1
Deliciosas Chochitos 160g LAR 31827,71,1
Deliciosas Chochitos 160g CU LAR 31828,18,1
Deliciosas Chochitos 160g MTB LAR 31829,73,1
Tortillas de Harina 18p 630g DH 31847,47,1
Spirrones 25g CU BAR 31861,20,2
Bran Frut Energy 55g BIM 31868,44,2
Bimbollos Parrilleros 12p 1170g BIM 31880,16,1
Galleta Integ Amaranto Naranja 30g DIF 31905,82,1
Pack 100 Calorias 528g GBI 31946,85,2
Mini Gansito 5p 150g ME MTA MLA 31964,76,1
Barri Frut Fresa 37g CU BIM 31971,7,1
Chicks Energy Gum 12p 8 4g Dpy CHK 31974,35,2
Tost Maiz Clasic mas Salmas 308g CJM SAN 31977,48,2
Panque Chocolate 255g SP MTA BIM 31997,41,2
Salmas 18g CJM SAN 32015,13,1
Tostada Clasica 216g CU SAN 32026,62,1
Tostada Clasica 240g CU SAN 32027,19,1
Salmas Maiz Horn 108g CU SAN 32035,57,1
Nachos 250g CU SAN 32037,14,1
Duo NutriAve con Mul Nuez 66g SP BIM 32045,50,2
Duo NutriAve con Mul Nuez 66g SP MTA BIM 32046,46,2
Tostado 270g Prom CU BIM 32053,81,1
Salmas y Picadita Corta 208g CJM SAN 32078,88,2
Bimbollos Extra 6p 480g Prom BIM 32092,76,1
Salmas Maiz Horn 108g CJM SAN 32132,33,2
Mantecadas Nuez 6p 184g Det Prom TAB BIM 32134,3,1
Mantecadas Vainilla 375g Cj MTB BIM 32141,17,1
Donas Azucar 420g Cj MTB BIM 32142,85,1
Donitas Espolvoreadas 525g Cj MTB BIM 32143,8,1
Nito 620g Cj MTB BIM 32144,19,2
Triki Chispas 6p 60g Cj MLA 32168,6,2
Raztachoc 6p 30g SP Tira BIM 32173,2,2
Churritos Chile y Limon 60g AV BAR 32204,91,1
Marias 170g CU LAR 32207,59,1
Sandwich Blanco Jamon 90g Prom LON 32220,5,2
Sandwich Integral 112g Prom LON 32221,14,1
Cuernito Jamon y Queso 80g Prom LON 32222,32,1
Sandwich Doble Fibra 97g LON 32223,45,2
Sand Bco Jamon sn Chile 86g Prom LON 32224,48,2
Tostada Ondulada Tubo 18p 216g MR 32263,25,2
Duo Pan Doble Fibra MM 1134g BIM 32274,86,2
Duo Pan Doble Fibra MM 1134g MTA BIM 32275,81,2
Duo Pan Integral MM 960g BIM 32277,20,1
Duo Pan Integral MM 960g MTA BIM 32278,62,2
Duo Pan Integral MM 960g TAB BIM 32279,75,2
Duo Pan Multigrano MM 1134g BIM 32280,2,1
Duo Pan Multigrano MM 1134g MTA BIM 32281,42,2
Duo Pan Multigrano MM 1134g TAB BIM 32282,28,1
Duo Pan Multigrano Lin MM 1134g BIM 32283,74,2
Duo Pan Multigrano Lin MM 1134g MTA BIM 32284,93,2
Duo Pan Multigrano Lin MM 1134g TAB BIM 32285,35,1
Duo Pan Blanco MM 920g BIM 32286,9,1
Duo Pan Blanco MM 920g MTA BIM 32287,28,2
Duo Pan Blanco MM 920g TAB BIM 32288,27,1
Duo Pan Silueta con FibraMM 908g BIM 32289,79,1
Duo Pan Silueta con FibraMM 908g MTA BIM 32290,0,2
Duo Pan Bco Silueta MM 1000g BIM 32294,52,1
Duo Pan Bco Silueta MM 1000g MTA BIM 32295,37,1
Decanelas 5 Obleas 83g LAR 32297,87,1
Decanelas 5 Obleas 83g MTB LAR 32298,51,2
Bimbunuelos con Canela 2p 33g MTA BIM 32301,59,2
Chocotorro Fresa 1p 50g MTB MLA 32302,66,1
Bigotes Chocolate 60g MTA TR 32303,27,2
Bigotes Chocolate 60g TAB TR 32304,39,1
Orejas 70g MTB TR 32305,16,2
Tortilla Hna Mty 15p 320g MTA DH 32311,18,2
Tortilla Hna RB 10p 260g Prom DH 32322,10,1
Tortilla Harina Trigo 5p 280g RC MTA DH 32323,61,1
Tost Maiz Nopal sn Grasa 216g CJM SAN 32334,41,2
Tost Maiz Nopal sn Grasa 240g CJM SAN 32335,74,2
Salmas 36p 612g CUB SAN 32336,50,1
Rosquilla Nuez sin Glass 48g Tira CU TR 32341,72,1
Tortillas de Harina SP 18p 630g MTA DH 32353,41,1
Canelitas Tubo 33p 180g MLA 32360,27,2
Canelitas Tubo 33p 180g MTB MLA 32361,91,1
Duo Plativolos 148g MLA 32363,17,2
Duo Plativolos 148g MTA MLA 32364,86,1
Lors Tubo 18p 148g MLA 32366,6,2
Lors Tubo 18p 148g MTB MLA 32367,66,2
Plativolos Tubo 18p 144g MLA 32369,66,2
Plativolos Tubo 18p 144g MTB MLA 32370,61,2
Plativolos Tubo 18p 144g TAB MLA 32371,34,1
Polvorones Tubo 18p 250g MLA 32372,84,1
Polvorones Tubo 18p 250g MTB MLA 32373,86,2
Principe Tubo 14p 152g MLA 32375,7,2
Principe Tubo 14p 152g MTB MLA 32376,32,1
Triki Trakes Tubo 20p 174g MLA 32378,7,1
Triki Trakes Tubo 20p 174g MTB MLA 32379,61,1
Triki Trake Choc Tubo 20p 174g MTB MLA 32382,46,1
Rebanada 2p 55g SP BIM 32393,45,1
Rebanada 2p 55g SP MTA BIM 32394,84,2
Rebanada 2p 55g SP TAB BIM 32395,18,2
Tortilla Hna Hermosi 15p 410g SP DH 32408,9,1
Tortilla Hna Hermosi 15p 410g SP MTB DH 32409,51,2
Pan Muerto 340g Prom TR 32410,28,2
Tortilla Hna RB 10p 260g SP DH 32420,32,2
Tortilla Hna RB 10p 260g SP MTA DH 32421,26,1
Tostachos Monchis 75g Tira BAR 32426,13,2
Tartinas Fresa 12p 156g MTB TR 32428,90,1
Duo Suavicremas Chocolate 120g MLA 32433,29,1
Duo Suavicremas Chocolate 120g MTA MLA 32434,43,2
Salmas 24g CJM SAN 32436,56,2
Tripack Tostada Clasica 720g CUB SAN 32441,58,2
Tostada Clasica 240g Cj CJM SAN 32465,31,1
Tostada Picadita Grande 240g Cj CJM SAN 32472,62,2
Combo Clasica 2p 200g CJM SAN 32480,70,2
Sand Bco Jamon sn Chile 86g MTA LON 32491,94,2
Sandwich Doble Fibra 97g MTA LON 32492,4,1
Mis Canelitas 2p 20g MLA 32514,42,1
Polvorones Escolar 1p 19g MTA MLA 32518,64,2
Galleta Gansito 3p 62g Tira MLA 32535,84,1
Galleta Gansito 3p 62g Tira MTA MLA 32536,88,2
Mi Barrita Fresa 26 5g MLA 32538,50,2
Mi Barrita Pina 26 5g MLA 32541,29,2
Mi Barrita Pina 26 5g MTA MLA 32542,37,2
Lata Butter Temporada 150g GBI 32544,67,2
Mini Rocko 4p 52g Cj MTA MLA 32546,63,1
Canapinas 10p 30g LAR 32552,17,1
Marias 170g DIF LAR 32554,89,2
Mi Bran Frut Fresa 32g BIM 32556,87,1
Mi Bran Frut Fresa 32g MTA BIM 32557,79,1
Mi Bran Frut Fresa 32g CU BIM 32558,24,1
Lors 8p 74g MTB MLA 32575,4,2
Plativolos 8p 64g MTB MLA 32578,72,1
Saladas 175g LAR 32589,88,1
Saladas 175g CU LAR 32590,43,1
Saladas 175g MTA LAR 32591,16,2
Lata Corazon Besos Nuez Rosas 330g GBI 32594,25,1
Star Gum Mango 8p 8g SKD 32635,11,1
Super Bollos Grill 6p 480g MTA WON 32637,16,1
Tubo Galleta Gansito 8p 215g MLA 32639,96,2
Tubo Galleta Gansito 8p 215g MTB MLA 32640,25,2
Tubo Galleta Gansito 8p 215g TAB MLA 32641,11,2
Galleta Gansito KC 8p 496g MLA 32642,81,1
Thins GranosSelecTrigosDor 680g MTA BIM 32668,92,1
Lata Surtido Danesa Corazones 300g GBI 32669,55,2
Pan Blanco Pullman 680g MTA BIM 32685,32,1
Mini Milk Chispa Cho Sn Valentn 170g GBI 32719,29,1
Tortilla Hna Hermosi 15p 410g MTA DH 32749,82,2
Galleta Gansito 62g SP MLA 32798,49,2
Galleta Gansito 62g SP MTA MLA 32799,14,1
Tortillas de Maiz 800g MR 32802,26,2
Thins Granos Enteros 340g MTA BIM 32804,92,1
Saladas 175g SP CU LAR 32815,56,2
Saladas 175g SP MTA LAR 32816,40,2
Tiras para Sopa 300g MTA MR 32817,27,2
Chocodonitas 6p 102g BIM 32819,39,2
Chocodonitas 6p 102g MTB BIM 32820,77,2
Pan Molido 240g 20pct mas BIM 32830,64,1
Tortilla Granos Enteros 10p 275g MTA TR 32838,71,1
Tortilla Hna Chihuahua 10p535g SP MTA DH 32841,85,1
Deliciosas Chochitos 160g SP LAR 32842,86,2
Deliciosas Chochitos 160g SP MTB LAR 32843,87,2
Decanelas 5 Obleas 83g SP LAR 32845,71,2
Decanelas 5 Obleas 83g SP MTB LAR 32846,67,1
Deliciosas Vainilla 90g SP LAR 32848,10,1
Deliciosas Vainilla 90g SP MTA LAR 32849,2,1
Deliciosas Vainilla 90g SP TAB LAR 32850,93,1
Deliciosas Chocolate 160g SP LAR 32851,35,1
Deliciosas Chocolate 160g SP MTA LAR 32852,80,1
Deliciosas Vainilla 160g LAR 32854,51,2
Deliciosas Vainilla 160g MTA LAR 32855,15,2
Deliciosas Vainilla 380g SP LAR 32857,36,2
Deliciosas Vainilla 380g SP MTA LAR 32858,11,1
Chocochispas 80g SP LAR 32860,61,2
Chocochispas 80g SP MTA LAR 32861,10,1
Chocochispas 80g SP TAB LAR 32862,37,2
Chocochispas 170g Prom LAR 32863,20,2
Chocochispas 170g Prom MTA LAR 32864,48,1
Canapinas 115g SP LAR 32869,19,1
Canapinas 115g SP MTA LAR 32870,85,1
Canapinas 115g SP TAB LAR 32871,8,2
Canapinas 140g SP LAR 32872,65,2
Canapinas 140g SP MTA LAR 32873,96,1
Deliciosas Chochitos 160g SP CU LAR 32884,87,2
Thins Multigrano 340g TAB ORO 32885,85,2
Thins Fibra Granos Enteros 340g TAB ORO 32886,76,2
Bolsa Surtido Rico 280g GBI 32891,86,1
Salmas 48p 864g CUB SAN 32894,74,2
Tubix 4p 33g Cj CU MLA 32931,39,1
Tubo Galleta Gansito 172g MLA 32932,62,1
Lors 10p 98g MLA 32933,38,1
Lors 10p 98g MTB MLA 32934,24,2
Lors 10p 98g TAB MLA 32935,27,1
Plativolos 10p 92g MLA 32936,58,2
Plativolos 10p 92g MTB MLA 32937,54,1
Plativolos 10p 92g TAB MLA 32938,53,2
Principe Choc Bco 10p 110g Prom MLA 32939,68,1
Principe Choc Bco 10p 110g Prom MTB MLA 32940,23,2
Principe Choc Bco 10p 110g Prom TAB MLA 32941,54,1
Tostada Clasica DIF 216g CJM SAN 32942,50,1
Mi Gansito 5p 125g ME MLA 32952,0,1
Mi Gansito 5p 125g ME MTA MLA 32953,39,1
Mi Gansito 5p 125g ME TAB MLA 32954,22,2
Mi Gansito Doble Choc 5p 125g ME MTA MLA 32956,13,2
Mi Chocorol 6p 180g ME MLA 32958,29,1
Mi Chocorol 6p 180g ME MTA MLA 32959,58,2
Mi Chocorol 6p 180g ME TAB MLA 32960,40,1
Mi Pinguino 6p 180g ME MLA 32961,37,1
Mi Pinguino 6p 180g ME MTB MLA 32962,50,1
Mi Pinguino 6p 180g ME TAB MLA 32963,80,2
Mi Submarino Fresa 6p 150g ME MTA MLA 32965,6,1
Mi Rollo 6p 180g ME MLA 32967,84,2
Mi Gansito 10p 250g Cj MLA 32974,16,1
Mi Gansito 10p 250g Cj MTA MLA 32975,70,1
Mi Gansito Doble Cho 10p 250g Cj MTA MLA 32978,24,1
Mi Chocorol 10p 300g Cj MLA 32980,37,2
Mi Chocorol 10p 300g Cj MTA MLA 32981,24,1
Mi Pinguino 10p 300g Cj MLA 32983,39,1
Mi Pinguino 10p 300g Cj MTA MLA 32984,8,1
Agua Ciel Toronja 600ml CC 32997,44,2
Sandwich Integral Cong 112g Prom CU LON 32999,97,1
Principe Crunch 8p 60g Cj CU MLA 33004,72,1
Tostada Maiz Azul 200g CU SAN 33011,90,2
Bombonete SnValentin 3p 55g Prom MLA 33021,66,1
Sandwich Bco Jamon Cong 90g CU LON 33030,39,1
Cuernito Jamon y Queso Cong 80g CU LON 33033,20,1
Triki Chispas 12 KC 480g MLA 33043,98,1
Mini Doraditas 4p 60g TR 33047,61,1
Mini Doraditas 4p 60g MTB TR 33048,50,2
Leche Gansito Choc Expendio 200ml MLA 33053,16,2
Bimbollos Extra 6p 480g Prom MTA BIM 33054,24,1
Tortilla Granos Enteros 10p 275g TR 33068,75,2
Agua Ciel Toronja 600ml Prom CC 33074,71,1
Plativolos 10p 92g CU MLA 33114,6,2
Submarinos Zarzamoras Crema 114g MLA 33175,84,1
Salmas Duo 36g CJM SAN 33185,45,1
Tortillas de Harina SP 18p 630g DH 33188,57,1
Panera Donas Azucar 12p 630g BIM 33189,92,1
Charola Donita Espolv 15p 787 5g BIM 33190,44,1
Charola Mantecadas 10p 625g BIM 33191,39,1
Tortilla Harina FSL 11p 286g MTA DH 33192,51,2
Tortilla Harina FSL SP 11p 286g DH 33196,12,1
Bollo Angus McDonalds 40p 2880g BIM 33198,59,2
Triki Trake Choc Tub 20p 174g SP MLA 33204,96,1
Triki Trake Choc Tub 20p 174g SP MTB MLA 33205,32,2
Lors Snack 75g MLA 33207,50,1
Lors Snack 75g MTB MLA 33208,48,1
Dutch Country Avena 400g WON 33241,81,2
Dutch Country Super Pan Bco 400g WON 33242,84,1
Dutch Country 100pct Ajonjo 400g WON 33243,75,1
Surtido Rico 220g CU MLA 33244,15,1
Surtido Rico Kc 440g CU MLA 33245,3,1
Surtido Rico Kc 660g CU MLA 33246,94,2
Paleton Two Pack 50g LC 33254,43,2
Panera Donas Azucar 12p 630g MTA BIM 33260,55,2
Charola Donita Espolv 15p 787 5g MTA BIM 33261,51,2
Charola Mantecadas 10p 625g MTA BIM 33262,9,2
Charola Mantecadas 10p 625g TAB BIM 33263,8,2
Charola Nito 15p 930g BIM 33264,13,1
Charola Nito 15p 930g MTA BIM 33265,83,2
Charola Panquecitos Got 12p 840g BIM 33266,79,1
Charola Panquecitos Got 12p 840g MTA BIM 33267,51,2
Salmas Duo 36g TBE SAN 33286,37,2
Burrito Chicharron Sals Vde 90g CU LON 33292,6,2
Burrito Des Res Salsa Roja 90g CU LON 33294,98,1
Burrito Asado Puerco 90g CU LON 33295,3,2
Triki Chispas 60g MLA 33297,6,1
Triki Chispas 60g MTA MLA 33298,45,1
Medias Noches 10p 430g BIM 33300,14,2
Bolsa Minibimbunuelos 500g MTA BIM 33302,51,2
Rocks 6p 45g SP MTB MLA 33329,72,2
Costalito Surtido Rico 1200g GBI 33334,57,2
Cuernito Jamon y Queso Cong 80g CU LON 33342,59,2
Principe Crunch 8p 60g Cj MTA MLA 33353,41,1
Bolsita Surtido Rico 160g Tira CU GBI 33359,36,1
Barri Frut Fresa 37g SP Cj CU BIM 33366,27,2
Tortilla Harina 8p 220g DH 33370,5,1
Totopos de Maiz 850g CJM SAN 33381,26,1
Totopos de Maiz 200g CJM SAN 33382,98,1
Surtido Besos 375g GBI 33426,11,2
Surtido Mini Orejitas 375g GBI 33429,73,2
Tartaletas Fresa y Durazno 375g GBI 33432,74,2
Besos Nuez 375g GBI 33643,41,1
Surtido Orejitas 340g GBI 33647,70,2
Besos Nuez 340g GBI 33648,63,1
Chispas de Chocolate 340g GBI 33649,28,2
Deliciosas Betunadas 180g CU LAR 33657,25,1
Bran Frut Dual 48g BIM 33663,52,2
Bran Frut Dual 6p 240g Cj MTA BIM 33664,95,1
Lors Tubo 167g MLA 33671,56,2
Lors Tubo 167g MTB MLA 33672,48,2
Lors Tubo 167g TAB MLA 33673,22,2
Dutch Country Avena 400g MTA WON 33678,6,2
Dutch Country Avena 400g TAB WON 33679,41,1
Dutch Country 100pct Ajonjo 400g MTA WON 33680,67,1
Dutch Country 100pct Ajonjo 400g TAB WON 33681,98,1
Dutch Country Super Pan Bco 400g MTA WON 33682,81,2
Dutch Country Super Pan Bco 400g TAB WON 33683,29,2
Bolsita Besos de Nuez 280g GBI 33687,59,2
Bolsita Besos de Nuez 160g GBI 33688,9,1
Bolsita Orejitas 160g GBI 33690,54,2
Bolsita Orejitas 260g GBI 33691,71,2
Bolsita Teddy Bear 350g GBI 33693,22,2
Galleta Gansito 3p 62g MLA 33699,47,2
Galleta Gansito 3p 62g MTA MLA 33700,45,1
Sandwichera Epix Osito 72g BIM 33708,39,2
Bran Frut Dual 48g MTB BIM 33715,14,2
Galleta Avena Chispas 8p 100g TR 33734,50,1
Galleta Avena Chispas 8p 100g CU TR 33735,59,1
Galleta Avena Chispas 8p 100g MTA TR 33736,17,2
Galleta Avena Chispas 8p 100g TAB TR 33737,45,1
Panera Donas Azucar 12p 630g TAB BIM 33740,32,2
Charola Donita Espolv 15p 787 5g TAB BIM 33741,83,2
Charola Nito 15p 930g TAB BIM 33742,65,2
Charola Panquecitos Got 12p 840g TAB BIM 33743,78,1
Galleta Gansito 3p 62g Tira CU MLA 33763,76,2
Salmas 18p 108g CJM SAN 33768,7,1
Salmas Dispenser 20p 360g CJM SAN 33769,10,2
Deliciosas Escolar 25g CU LAR 33773,89,2
Marias Escolar 24g CU LAR 33779,26,2
Salmas 12g CJM SAN 33794,7,1
Triki Chispas 5p 60g Tira CU MLA 33822,11,2
Triki Chispas 60g CU MLA 33841,65,2
Galleta Gansito 3p 62g CU MLA 33842,92,1
Max Two Pack Elote Mango 2p 25g VER 33845,57,1
Surtido Fina Variedad 200g CU GBI 33853,60,2
Choco Roles Fresa 3X10 Prom MLA 33862,47,1
Choco Roles Fresa 3X10 Prom MTB MLA 33863,18,1
Rollo Fresa 20pct mas 2p 80g MTB MLA 33866,96,2
Principe Crunch 8p 60g CU MLA 33871,76,1
Principe Crunch 8p 60g MTA MLA 33872,36,2
Lapicera Carton Distroller ABC 100g GBI 33875,44,2
Chocochispas 5p 80g Tira MTA LAR 33879,76,1
Bolsita Circus 25g GBI 33889,28,2
Hot Nuts Multintenso 50g BAR 33902,5,1
Galleta Avena Escolar 27g TR 33909,14,1
Bran Frut Fresa Escolar 25g BIM 33912,42,1
Submarinos Fresa Escolar 25g MLA 34018,51,2
Submarinos Vainilla Escolar 25g MLA 34020,29,1
Submarinos Vainilla Escolar 25g MTB MLA 34021,0,2
Lonchito Clasico Juzgados 133g CU LON 34025,12,2
Bigotes Chocolate 60g Prom TR 34044,76,1
Mantecadas 2p 105g Prom MTA TR 34048,98,2
Tortillas Harina Burreras 6p 300g DH 34050,56,2
Nito 1p 62g SP BIM 34053,3,2
Nito 1p 62g SP MTB BIM 34054,31,1
Nito 1p 62g SP TAB BIM 34055,77,1
Galleta Gansito 62g SP CU MLA 34056,31,2
Lonchibox Prem Bco con Chile 90g LON 34067,73,1
Lonchibox Prem Bco sn Chile 86g LON 34068,31,1
Lonchibox Premium Multigrano 91g LON 34069,43,2
Lonchibox Premium Cuernito 80g LON 34071,83,2
Barritas Fresa Escolar 26 5g MLA 34077,8,2
Barritas Fresa Escolar 26 5g MTA MLA 34078,66,1
